human_ensembl_id,mouse_ensembl_id,human_gene_symbol,mouse_gene_symbol
ENSG00000163946,ENSMUSG00000040651,TASOR,Tasor
ENSG00000108021,ENSMUSG00000033799,TASOR2,Tasor2
ENSG00000089123,ENSMUSG00000039033,TASP1,Tasp1
ENSG00000198650,ENSMUSG00000001670,TAT,Tat
ENSG00000147687,ENSMUSG00000050891,TATDN1,Tatdn1
ENSG00000157014,ENSMUSG00000056952,TATDN2,Tatdn2
ENSG00000203705,ENSMUSG00000026632,TATDN3,Tatdn3
ENSG00000106052,ENSMUSG00000004535,TAX1BP1,Tax1bp1
ENSG00000213977,ENSMUSG00000040158,TAX1BP3,Tax1bp3
ENSG00000166220,ENSMUSG00000020096,TBATA,Tbata
ENSG00000065882,ENSMUSG00000029174,TBC1D1,Tbc1d1
ENSG00000099992,ENSMUSG00000034412,TBC1D10A,Tbc1d10a
ENSG00000169221,ENSMUSG00000042492,TBC1D10B,Tbc1d10b
ENSG00000175463,ENSMUSG00000040247,TBC1D10C,Tbc1d10c
ENSG00000108239,ENSMUSG00000048720,TBC1D12,Tbc1d12
ENSG00000107021,ENSMUSG00000039678,TBC1D13,Tbc1d13
ENSG00000132405,ENSMUSG00000029192,TBC1D14,Tbc1d14
ENSG00000121749,ENSMUSG00000020130,TBC1D15,Tbc1d15
ENSG00000167291,ENSMUSG00000039976,TBC1D16,Tbc1d16
ENSG00000104946,ENSMUSG00000038520,TBC1D17,Tbc1d17
ENSG00000109680,ENSMUSG00000039178,TBC1D19,Tbc1d19
ENSG00000095383,ENSMUSG00000039813,TBC1D2,Tbc1d2
ENSG00000125875,ENSMUSG00000027465,TBC1D20,Tbc1d20
ENSG00000167139,ENSMUSG00000036244,TBC1D21,Tbc1d21
ENSG00000054611,ENSMUSG00000051864,TBC1D22A,Tbc1d22a
ENSG00000065491,ENSMUSG00000042203,TBC1D22B,Tbc1d22b
ENSG00000036054,ENSMUSG00000022749,TBC1D23,Tbc1d23
ENSG00000162065,ENSMUSG00000036473,TBC1D24,Tbc1d24
ENSG00000068354,ENSMUSG00000039201,TBC1D25,Tbc1d25
ENSG00000167202,ENSMUSG00000037410,TBC1D2B,Tbc1d2b
ENSG00000111490,ENSMUSG00000052302,TBC1D30,Tbc1d30
ENSG00000156787,ENSMUSG00000022364,TBC1D31,Tbc1d31
ENSG00000146350,ENSMUSG00000038122,TBC1D32,Tbc1d32
ENSG00000136111,ENSMUSG00000033083,TBC1D4,Tbc1d4
ENSG00000131374,ENSMUSG00000023923,TBC1D5,Tbc1d5
ENSG00000145979,ENSMUSG00000021368,TBC1D7,Tbc1d7
ENSG00000204634,ENSMUSG00000003134,TBC1D8,Tbc1d8
ENSG00000133138,ENSMUSG00000042473,TBC1D8B,Tbc1d8b
ENSG00000109436,ENSMUSG00000031709,TBC1D9,Tbc1d9
ENSG00000197226,ENSMUSG00000036644,TBC1D9B,Tbc1d9b
ENSG00000171530,ENSMUSG00000042043,TBCA,Tbca
ENSG00000105254,ENSMUSG00000006095,TBCB,Tbcb
ENSG00000124659,ENSMUSG00000036430,TBCC,Tbcc
ENSG00000113838,ENSMUSG00000004462,TBCCD1,Tbccd1
ENSG00000141556,ENSMUSG00000039230,TBCD,Tbcd
ENSG00000284770,ENSMUSG00000039233,TBCE,Tbce
ENSG00000154114,ENSMUSG00000037287,TBCEL,Tbcel
ENSG00000145348,ENSMUSG00000028030,TBCK,Tbck
ENSG00000183735,ENSMUSG00000020115,TBK1,Tbk1
ENSG00000198933,ENSMUSG00000038517,TBKBP1,Tbkbp1
ENSG00000101849,ENSMUSG00000025246,TBL1X,Tbl1x
ENSG00000092377,ENSMUSG00000025246,TBL1Y,Tbl1x
ENSG00000177565,ENSMUSG00000027630,TBL1XR1,Tbl1xr1
ENSG00000106638,ENSMUSG00000005374,TBL2,Tbl2
ENSG00000183751,ENSMUSG00000040688,TBL3,Tbl3
ENSG00000112592,ENSMUSG00000014767,TBP,Tbp
ENSG00000028839,ENSMUSG00000071359,TBPL1,Tbpl1
ENSG00000182521,ENSMUSG00000061809,TBPL2,Tbpl2
ENSG00000136535,ENSMUSG00000035033,TBR1,Tbr1
ENSG00000154144,ENSMUSG00000011114,TBRG1,Tbrg1
ENSG00000136270,ENSMUSG00000000384,TBRG4,Tbrg4
ENSG00000184058,ENSMUSG00000009097,TBX1,Tbx1
ENSG00000092607,ENSMUSG00000027868,TBX15,Tbx15
ENSG00000112837,ENSMUSG00000032419,TBX18,Tbx18
ENSG00000143178,ENSMUSG00000026572,TBX19,Tbx19
ENSG00000121068,ENSMUSG00000000093,TBX2,Tbx2
ENSG00000164532,ENSMUSG00000031965,TBX20,Tbx20
ENSG00000073861,ENSMUSG00000001444,TBX21,Tbx21
ENSG00000122145,ENSMUSG00000031241,TBX22,Tbx22
ENSG00000135111,ENSMUSG00000018604,TBX3,Tbx3
ENSG00000121075,ENSMUSG00000000094,TBX4,Tbx4
ENSG00000089225,ENSMUSG00000018263,TBX5,Tbx5
ENSG00000149922,ENSMUSG00000030699,TBX6,Tbx6
ENSG00000006638,ENSMUSG00000034881,TBXA2R,Tbxa2r
ENSG00000059377,ENSMUSG00000029925,TBXAS1,Tbxas1
ENSG00000165929,ENSMUSG00000021187,TC2N,Tc2n
ENSG00000198420,ENSMUSG00000036667,TCAF1,Tcaf1
ENSG00000170379,ENSMUSG00000029851,TCAF2,Tcaf2
ENSG00000283528,ENSMUSG00000029851,TCAF2C,Tcaf2
ENSG00000179152,ENSMUSG00000046603,TCAIM,Tcaim
ENSG00000173991,ENSMUSG00000007877,TCAP,Tcap
ENSG00000187735,ENSMUSG00000033813,TCEA1,Tcea1
ENSG00000171703,ENSMUSG00000059540,TCEA2,Tcea2
ENSG00000204219,ENSMUSG00000001604,TCEA3,Tcea3
ENSG00000172465,ENSMUSG00000049536,TCEAL1,Tceal1
ENSG00000196507,ENSMUSG00000044550,TCEAL3,Tceal3
ENSG00000204065,ENSMUSG00000044550,TCEAL5,Tceal3
ENSG00000204071,ENSMUSG00000044550,TCEAL6,Tceal3
ENSG00000196507,ENSMUSG00000054034,TCEAL3,Tceal5
ENSG00000204065,ENSMUSG00000054034,TCEAL5,Tceal5
ENSG00000204071,ENSMUSG00000054034,TCEAL6,Tceal5
ENSG00000196507,ENSMUSG00000031409,TCEAL3,Tceal6
ENSG00000204065,ENSMUSG00000031409,TCEAL5,Tceal6
ENSG00000204071,ENSMUSG00000031409,TCEAL6,Tceal6
ENSG00000182916,ENSMUSG00000079428,TCEAL7,Tceal7
ENSG00000180964,ENSMUSG00000051579,TCEAL8,Tceal8
ENSG00000185222,ENSMUSG00000042712,TCEAL9,Tceal9
ENSG00000176896,ENSMUSG00000051224,TCEANC,Tceanc
ENSG00000116205,ENSMUSG00000028619,TCEANC2,Tceanc2
ENSG00000113649,ENSMUSG00000024498,TCERG1,Tcerg1
ENSG00000176769,ENSMUSG00000091002,TCERG1L,Tcerg1l
ENSG00000140262,ENSMUSG00000032228,TCF12,Tcf12
ENSG00000125878,ENSMUSG00000068079,TCF15,Tcf15
ENSG00000137310,ENSMUSG00000050410,TCF19,Tcf19
ENSG00000100207,ENSMUSG00000041852,TCF20,Tcf20
ENSG00000118526,ENSMUSG00000045680,TCF21,Tcf21
ENSG00000163792,ENSMUSG00000006642,TCF23,Tcf23
ENSG00000261787,ENSMUSG00000099032,TCF24,Tcf24
ENSG00000141002,ENSMUSG00000001472,TCF25,Tcf25
ENSG00000071564,ENSMUSG00000020167,TCF3,Tcf3
ENSG00000196628,ENSMUSG00000053477,TCF4,Tcf4
ENSG00000081059,ENSMUSG00000000782,TCF7,Tcf7
ENSG00000152284,ENSMUSG00000055799,TCF7L1,Tcf7l1
ENSG00000148737,ENSMUSG00000024985,TCF7L2,Tcf7l2
ENSG00000101190,ENSMUSG00000038932,TCFL5,Tcfl5
ENSG00000159450,ENSMUSG00000052415,TCHH,Tchh
ENSG00000182898,ENSMUSG00000027908,TCHHL1,Tchhl1
ENSG00000176907,ENSMUSG00000056313,TCIM,Tcim
ENSG00000110719,ENSMUSG00000001750,TCIRG1,Tcirg1
ENSG00000100721,ENSMUSG00000041359,TCL1A,Tcl1
ENSG00000213231,ENSMUSG00000066359,TCL1B,Tcl1b1
ENSG00000213231,ENSMUSG00000060863,TCL1B,Tcl1b2
ENSG00000213231,ENSMUSG00000068940,TCL1B,Tcl1b3
ENSG00000213231,ENSMUSG00000079007,TCL1B,Tcl1b4
ENSG00000213231,ENSMUSG00000000701,TCL1B,Tcl1b5
ENSG00000185339,ENSMUSG00000020432,TCN2,Tcn2
ENSG00000070814,ENSMUSG00000024613,TCOF1,Tcof1
ENSG00000120438,ENSMUSG00000068039,TCP1,Tcp1
ENSG00000242220,ENSMUSG00000071322,TCP10L,Tcp10a
ENSG00000242220,ENSMUSG00000055602,TCP10L,Tcp10b
ENSG00000242220,ENSMUSG00000052469,TCP10L,Tcp10c
ENSG00000124678,ENSMUSG00000062859,TCP11,Tcp11
ENSG00000176148,ENSMUSG00000027175,TCP11L1,Tcp11l1
ENSG00000166046,ENSMUSG00000020034,TCP11L2,Tcp11l2
ENSG00000268235,ENSMUSG00000058252,TCP11X1,Tcp11x2
ENSG00000215029,ENSMUSG00000058252,TCP11X2,Tcp11x2
ENSG00000145022,ENSMUSG00000039461,TCTA,Tcta
ENSG00000146221,ENSMUSG00000023949,TCTE1,Tcte1
ENSG00000204852,ENSMUSG00000038593,TCTN1,Tctn1
ENSG00000168778,ENSMUSG00000118662,TCTN2,Tctn2
ENSG00000119977,ENSMUSG00000025008,TCTN3,Tctn3
ENSG00000139372,ENSMUSG00000034674,TDG,Tdg
ENSG00000151790,ENSMUSG00000028011,TDO2,Tdo2
ENSG00000042088,ENSMUSG00000021177,TDP1,Tdp1
ENSG00000111802,ENSMUSG00000035958,TDP2,Tdp2
ENSG00000121067,ENSMUSG00000094084,SPOP,Tdpoz1
ENSG00000121067,ENSMUSG00000103362,SPOP,Tdpoz2
ENSG00000121067,ENSMUSG00000058005,SPOP,Tdpoz3
ENSG00000121067,ENSMUSG00000060256,SPOP,Tdpoz4
ENSG00000121067,ENSMUSG00000094163,SPOP,Tdpoz5
ENSG00000121067,ENSMUSG00000095251,SPOP,Tdpoz7
ENSG00000121067,ENSMUSG00000096879,SPOP,Tdpoz8
ENSG00000121067,ENSMUSG00000094328,SPOP,Tdpoz9
ENSG00000121067,ENSMUSG00000095822,SPOP,Tdpoz9-ps1
ENSG00000095627,ENSMUSG00000025081,TDRD1,Tdrd1
ENSG00000173809,ENSMUSG00000030491,TDRD12,Tdrd12
ENSG00000083544,ENSMUSG00000022019,TDRD3,Tdrd3
ENSG00000162782,ENSMUSG00000060985,TDRD5,Tdrd5
ENSG00000180113,ENSMUSG00000040140,TDRD6,Tdrd6
ENSG00000196116,ENSMUSG00000035517,TDRD7,Tdrd7
ENSG00000156414,ENSMUSG00000054003,TDRD9,Tdrd9
ENSG00000182134,ENSMUSG00000041912,TDRKH,Tdrkh
ENSG00000180190,ENSMUSG00000050052,TDRP,Tdrp
ENSG00000187079,ENSMUSG00000055320,TEAD1,Tead1
ENSG00000074219,ENSMUSG00000030796,TEAD2,Tead2
ENSG00000007866,ENSMUSG00000002249,TEAD3,Tead3
ENSG00000197905,ENSMUSG00000030353,TEAD4,Tead4
ENSG00000135605,ENSMUSG00000029217,TEC,Tec
ENSG00000205356,ENSMUSG00000066621,TECPR1,Tecpr1
ENSG00000196663,ENSMUSG00000021275,TECPR2,Tecpr2
ENSG00000099797,ENSMUSG00000031708,TECR,Tecr
ENSG00000205678,ENSMUSG00000049537,TECRL,Tecrl
ENSG00000109927,ENSMUSG00000037705,TECTA,Tecta
ENSG00000119913,ENSMUSG00000024979,TECTB,Tectb
ENSG00000185347,ENSMUSG00000037466,TEDC1,Tedc1
ENSG00000162062,ENSMUSG00000024118,TEDC2,Tedc2
ENSG00000203730,ENSMUSG00000047053,TEDDM1,Teddm1a
ENSG00000203730,ENSMUSG00000043282,TEDDM1,Teddm1b
ENSG00000167074,ENSMUSG00000022389,TEF,Tef
ENSG00000172171,ENSMUSG00000046909,TEFM,Tefm
ENSG00000120156,ENSMUSG00000006386,TEK,Tek
ENSG00000167858,ENSMUSG00000020799,TEKT1,Tekt1
ENSG00000092850,ENSMUSG00000028845,TEKT2,Tekt2
ENSG00000125409,ENSMUSG00000042189,TEKT3,Tekt3
ENSG00000274847,ENSMUSG00000024175,MAFIP,Tekt4
ENSG00000163060,ENSMUSG00000024175,TEKT4,Tekt4
ENSG00000153060,ENSMUSG00000039179,TEKT5,Tekt5
ENSG00000183397,ENSMUSG00000020234,TEKTIP1,Tektip1
ENSG00000160994,ENSMUSG00000078442,TEKTL1,Tektl1
ENSG00000100726,ENSMUSG00000024170,TELO2,Telo2
ENSG00000257949,ENSMUSG00000020778,TEN1,Ten1
ENSG00000009694,ENSMUSG00000016150,TENM1,Tenm1
ENSG00000145934,ENSMUSG00000049336,TENM2,Tenm2
ENSG00000218336,ENSMUSG00000031561,TENM3,Tenm3
ENSG00000149256,ENSMUSG00000048078,TENM4,Tenm4
ENSG00000164329,ENSMUSG00000042167,TENT2,Tent2
ENSG00000112941,ENSMUSG00000034575,TENT4A,Tent4a
ENSG00000121274,ENSMUSG00000036779,TENT4B,Tent4b
ENSG00000112773,ENSMUSG00000032265,TENT5A,Tent5a
ENSG00000158246,ENSMUSG00000046694,TENT5B,Tent5b
ENSG00000183508,ENSMUSG00000044468,TENT5C,Tent5c
ENSG00000174016,ENSMUSG00000073007,TENT5D,Tent5d
ENSG00000129566,ENSMUSG00000006281,TEP1,Tep1
ENSG00000167302,ENSMUSG00000025377,TEPSIN,Tepsin
ENSG00000249961,ENSMUSG00000052616,TERB1,Terb1
ENSG00000167014,ENSMUSG00000027229,TERB2,Terb2
ENSG00000147601,ENSMUSG00000025925,TERF1,Terf1
ENSG00000132604,ENSMUSG00000031921,TERF2,Terf2
ENSG00000166848,ENSMUSG00000033430,TERF2IP,Terf2ip
ENSG00000164362,ENSMUSG00000021611,TERT,Tert
ENSG00000135269,ENSMUSG00000029552,TES,Tes
ENSG00000043093,ENSMUSG00000113255,DCUN1D1,Tes3-ps
ENSG00000088992,ENSMUSG00000029359,TESC,Tesc
ENSG00000088992,ENSMUSG00000055826,TESC,Tescl
ENSG00000107140,ENSMUSG00000028458,TESK1,Tesk1
ENSG00000070759,ENSMUSG00000033985,TESK2,Tesk2
ENSG00000135269,ENSMUSG00000068113,TES,Tesl1
ENSG00000132749,ENSMUSG00000024905,TESMIN,Tesmin
ENSG00000135426,ENSMUSG00000034833,TESPA1,Tespa1
ENSG00000138336,ENSMUSG00000047146,TET1,Tet1
ENSG00000168769,ENSMUSG00000040943,TET2,Tet2
ENSG00000187605,ENSMUSG00000034832,TET3,Tet3
ENSG00000136891,ENSMUSG00000028345,TEX10,Tex10
ENSG00000131126,ENSMUSG00000062773,TEX101,Tex101
ENSG00000120498,ENSMUSG00000009670,TEX11,Tex11
ENSG00000150783,ENSMUSG00000032065,TEX12,Tex12
ENSG00000170925,ENSMUSG00000071686,TEX13B,Tex13a
ENSG00000170925,ENSMUSG00000042386,TEX13B,Tex13b
ENSG00000282815,ENSMUSG00000078320,TEX13C,Tex13c1
ENSG00000282419,ENSMUSG00000078320,TEX13D,Tex13c1
ENSG00000282815,ENSMUSG00000105993,TEX13C,Tex13d
ENSG00000282419,ENSMUSG00000105993,TEX13D,Tex13d
ENSG00000121101,ENSMUSG00000010342,TEX14,Tex14
ENSG00000133863,ENSMUSG00000009628,TEX15,Tex15
ENSG00000182459,ENSMUSG00000039329,TEX19,Tex19.1
ENSG00000182459,ENSMUSG00000039337,TEX19,Tex19.2
ENSG00000136478,ENSMUSG00000040548,TEX2,Tex2
ENSG00000226174,ENSMUSG00000012211,TEX22,Tex22
ENSG00000175664,ENSMUSG00000029660,TEX26,Tex26
ENSG00000144043,ENSMUSG00000014748,TEX261,Tex261
ENSG00000164081,ENSMUSG00000040813,TEX264,Tex264
ENSG00000278057,ENSMUSG00000062564,TEX28,Tex28
ENSG00000153495,ENSMUSG00000031512,TEX29,Tex29
ENSG00000151287,ENSMUSG00000026049,TEX30,Tex30
ENSG00000240021,ENSMUSG00000026592,TEX35,Tex35
ENSG00000175018,ENSMUSG00000030976,TEX36,Tex36
ENSG00000186118,ENSMUSG00000044556,TEX38,Tex38
ENSG00000177673,ENSMUSG00000036574,TEX44,Tex44
ENSG00000227868,ENSMUSG00000036921,TEX46,Tex46
ENSG00000164645,ENSMUSG00000040514,TEX47,Tex47
ENSG00000230601,ENSMUSG00000058935,TEX48,Tex48
ENSG00000232113,ENSMUSG00000049160,TEX50,Tex50
ENSG00000237524,ENSMUSG00000109238,TEX51,Tex51
ENSG00000283297,ENSMUSG00000079304,TEX52,Tex52
ENSG00000283268,ENSMUSG00000090840,TEX54,Tex54
ENSG00000163424,ENSMUSG00000022798,TEX55,Tex55
ENSG00000151575,ENSMUSG00000090626,TEX9,Tex9
ENSG00000108064,ENSMUSG00000003923,TFAM,Tfam
ENSG00000137203,ENSMUSG00000021359,TFAP2A,Tfap2a
ENSG00000008196,ENSMUSG00000025927,TFAP2B,Tfap2b
ENSG00000087510,ENSMUSG00000028640,TFAP2C,Tfap2c
ENSG00000008197,ENSMUSG00000042596,TFAP2D,Tfap2d
ENSG00000116819,ENSMUSG00000042477,TFAP2E,Tfap2e
ENSG00000090447,ENSMUSG00000005718,TFAP4,Tfap4
ENSG00000029639,ENSMUSG00000036983,TFB1M,Tfb1m
ENSG00000162851,ENSMUSG00000026492,TFB2M,Tfb2m
ENSG00000135457,ENSMUSG00000009733,TFCP2,Tfcp2
ENSG00000115112,ENSMUSG00000026380,TFCP2L1,Tfcp2l1
ENSG00000198176,ENSMUSG00000038482,TFDP1,Tfdp1
ENSG00000114126,ENSMUSG00000032411,TFDP2,Tfdp2
ENSG00000068323,ENSMUSG00000000134,TFE3,Tfe3
ENSG00000112561,ENSMUSG00000023990,TFEB,Tfeb
ENSG00000105967,ENSMUSG00000029553,TFEC,Tfec
ENSG00000160182,ENSMUSG00000024032,TFF1,Tff1
ENSG00000160181,ENSMUSG00000024028,TFF2,Tff2
ENSG00000160180,ENSMUSG00000024029,TFF3,Tff3
ENSG00000114354,ENSMUSG00000022757,TFG,Tfg
ENSG00000100109,ENSMUSG00000029345,TFIP11,Tfip11
ENSG00000003436,ENSMUSG00000027082,TFPI,Tfpi
ENSG00000105825,ENSMUSG00000029664,TFPI2,Tfpi2
ENSG00000105619,ENSMUSG00000006335,TFPT,Tfpt
ENSG00000106327,ENSMUSG00000029716,TFR2,Tfr2
ENSG00000072274,ENSMUSG00000022797,TFRC,Tfrc
ENSG00000042832,ENSMUSG00000053469,TG,Tg
ENSG00000088451,ENSMUSG00000022130,TGDS,Tgds
ENSG00000163235,ENSMUSG00000029999,TGFA,Tgfa
ENSG00000105329,ENSMUSG00000002603,TGFB1,Tgfb1
ENSG00000140682,ENSMUSG00000030782,TGFB1I1,Tgfb1i1
ENSG00000092969,ENSMUSG00000039239,TGFB2,Tgfb2
ENSG00000119699,ENSMUSG00000021253,TGFB3,Tgfb3
ENSG00000120708,ENSMUSG00000035493,TGFBI,Tgfbi
ENSG00000106799,ENSMUSG00000007613,TGFBR1,Tgfbr1
ENSG00000163513,ENSMUSG00000032440,TGFBR2,Tgfbr2
ENSG00000069702,ENSMUSG00000029287,TGFBR3,Tgfbr3
ENSG00000260001,ENSMUSG00000089736,TGFBR3L,Tgfbr3l
ENSG00000135966,ENSMUSG00000070939,TGFBRAP1,Tgfbrap1
ENSG00000177426,ENSMUSG00000047407,TGIF1,Tgif1
ENSG00000118707,ENSMUSG00000062175,TGIF2,Tgif2
ENSG00000153779,ENSMUSG00000100133,TGIF2LX,Tgif2lx1
ENSG00000176679,ENSMUSG00000100133,TGIF2LY,Tgif2lx1
ENSG00000153779,ENSMUSG00000100194,TGIF2LX,Tgif2lx2
ENSG00000176679,ENSMUSG00000100194,TGIF2LY,Tgif2lx2
ENSG00000092295,ENSMUSG00000022218,TGM1,Tgm1
ENSG00000198959,ENSMUSG00000037820,TGM2,Tgm2
ENSG00000125780,ENSMUSG00000027401,TGM3,Tgm3
ENSG00000163810,ENSMUSG00000025787,TGM4,Tgm4
ENSG00000104055,ENSMUSG00000053675,TGM5,Tgm5
ENSG00000166948,ENSMUSG00000027403,TGM6,Tgm6
ENSG00000159495,ENSMUSG00000079103,TGM7,Tgm7
ENSG00000152291,ENSMUSG00000056429,TGOLN2,Tgoln1
ENSG00000137574,ENSMUSG00000028233,TGS1,Tgs1
ENSG00000180176,ENSMUSG00000000214,TH,Th
ENSG00000115970,ENSMUSG00000024251,THADA,Thada
ENSG00000131931,ENSMUSG00000037214,THAP1,Thap1
ENSG00000168286,ENSMUSG00000036442,THAP11,Thap11
ENSG00000137492,ENSMUSG00000030753,THAP12,Thap12
ENSG00000173451,ENSMUSG00000020137,THAP2,Thap2
ENSG00000041988,ENSMUSG00000039759,THAP3,Thap3
ENSG00000176946,ENSMUSG00000026279,THAP4,Thap4
ENSG00000184436,ENSMUSG00000022760,THAP7,Thap7
ENSG00000178726,ENSMUSG00000074743,THBD,Thbd
ENSG00000137801,ENSMUSG00000040152,THBS1,Thbs1
ENSG00000186340,ENSMUSG00000023885,THBS2,Thbs2
ENSG00000169231,ENSMUSG00000028047,THBS3,Thbs3
ENSG00000113296,ENSMUSG00000021702,THBS4,Thbs4
ENSG00000159445,ENSMUSG00000028145,THEM4,Them4
ENSG00000196407,ENSMUSG00000028148,THEM5,Them5
ENSG00000130193,ENSMUSG00000056665,THEM6,Them6
ENSG00000172673,ENSMUSG00000049109,THEMIS,Themis
ENSG00000130775,ENSMUSG00000037731,THEMIS2,Themis2
ENSG00000113272,ENSMUSG00000011254,THG1L,Thg1l
ENSG00000185875,ENSMUSG00000048550,THNSL1,Thnsl1
ENSG00000144115,ENSMUSG00000054474,THNSL2,Thnsl2
ENSG00000079134,ENSMUSG00000024287,THOC1,Thoc1
ENSG00000125676,ENSMUSG00000037475,THOC2,Thoc2
ENSG00000125676,ENSMUSG00000097392,THOC2,Thoc2l
ENSG00000051596,ENSMUSG00000025872,THOC3,Thoc3
ENSG00000100296,ENSMUSG00000034274,THOC5,Thoc5
ENSG00000131652,ENSMUSG00000041319,THOC6,Thoc6
ENSG00000163634,ENSMUSG00000053453,THOC7,Thoc7
ENSG00000172009,ENSMUSG00000004929,THOP1,Thop1
ENSG00000090534,ENSMUSG00000022847,THPO,Thpo
ENSG00000126351,ENSMUSG00000058756,THRA,Thra
ENSG00000054118,ENSMUSG00000043962,THRAP3,Thrap3
ENSG00000151090,ENSMUSG00000021779,THRB,Thrb
ENSG00000151365,ENSMUSG00000035686,THRSP,Thrsp
ENSG00000136114,ENSMUSG00000031480,THSD1,Thsd1
ENSG00000187720,ENSMUSG00000032289,THSD4,Thsd4
ENSG00000005108,ENSMUSG00000032625,THSD7A,Thsd7a
ENSG00000144229,ENSMUSG00000042581,THSD7B,Thsd7b
ENSG00000259431,ENSMUSG00000045691,THTPA,Thtpa
ENSG00000066654,ENSMUSG00000030942,THUMPD1,Thumpd1
ENSG00000138050,ENSMUSG00000024246,THUMPD2,Thumpd2
ENSG00000134077,ENSMUSG00000030264,THUMPD3,Thumpd3
ENSG00000154096,ENSMUSG00000032011,THY1,Thy1
ENSG00000151500,ENSMUSG00000035443,THYN1,Thyn1
ENSG00000116001,ENSMUSG00000071337,TIA1,Tia1
ENSG00000151923,ENSMUSG00000030846,TIAL1,Tial1
ENSG00000156299,ENSMUSG00000002489,TIAM1,Tiam1
ENSG00000146426,ENSMUSG00000023800,TIAM2,Tiam2
ENSG00000127666,ENSMUSG00000047123,TICAM1,Ticam1
ENSG00000140534,ENSMUSG00000046591,TICRR,Ticrr
ENSG00000066056,ENSMUSG00000033191,TIE1,Tie1
ENSG00000145365,ENSMUSG00000046688,TIFA,Tifa
ENSG00000255833,ENSMUSG00000049625,TIFAB,Tifab
ENSG00000078237,ENSMUSG00000038028,TIGAR,Tigar
ENSG00000180346,ENSMUSG00000049232,TIGD2,Tigd2
ENSG00000173825,ENSMUSG00000044390,TIGD3,Tigd3
ENSG00000169989,ENSMUSG00000047819,TIGD4,Tigd4
ENSG00000179886,ENSMUSG00000103906,TIGD5,Tigd5
ENSG00000181847,ENSMUSG00000071552,TIGIT,Tigit
ENSG00000113249,ENSMUSG00000040413,HAVCR1,Timd2
ENSG00000145850,ENSMUSG00000055546,TIMD4,Timd4
ENSG00000113249,ENSMUSG00000078924,HAVCR1,Timd5
ENSG00000113249,ENSMUSG00000046974,HAVCR1,Timd6
ENSG00000111602,ENSMUSG00000039994,TIMELESS,Timeless
ENSG00000134809,ENSMUSG00000027076,TIMM10,Timm10
ENSG00000132286,ENSMUSG00000089847,TIMM10B,Timm10b
ENSG00000099800,ENSMUSG00000020219,TIMM13,Timm13
ENSG00000134375,ENSMUSG00000062580,TIMM17A,Timm17a
ENSG00000126768,ENSMUSG00000031158,TIMM17B,Timm17b
ENSG00000075336,ENSMUSG00000024645,TIMM21,Timm21
ENSG00000177370,ENSMUSG00000020843,TIMM22,Timm22
ENSG00000265354,ENSMUSG00000013701,TIMM23,Timm23
ENSG00000204152,ENSMUSG00000013701,TIMM23B,Timm23
ENSG00000142444,ENSMUSG00000048429,TIMM29,Timm29
ENSG00000104980,ENSMUSG00000002949,TIMM44,Timm44
ENSG00000105197,ENSMUSG00000003438,TIMM50,Timm50
ENSG00000126953,ENSMUSG00000048007,TIMM8A,Timm8a1
ENSG00000150779,ENSMUSG00000039016,TIMM8B,Timm8b
ENSG00000100575,ENSMUSG00000021079,TIMM9,Timm9
ENSG00000113845,ENSMUSG00000002846,TIMMDC1,Timmdc1
ENSG00000102265,ENSMUSG00000001131,TIMP1,Timp1
ENSG00000035862,ENSMUSG00000017466,TIMP2,Timp2
ENSG00000100234,ENSMUSG00000020044,TIMP3,Timp3
ENSG00000157150,ENSMUSG00000030317,TIMP4,Timp4
ENSG00000137251,ENSMUSG00000032357,TINAG,Tinag
ENSG00000142910,ENSMUSG00000028776,TINAGL1,Tinagl1
ENSG00000223573,ENSMUSG00000110218,TINCR,Tincr
ENSG00000092330,ENSMUSG00000007589,TINF2,Tinf2
ENSG00000163659,ENSMUSG00000034640,TIPARP,Tiparp
ENSG00000075131,ENSMUSG00000032397,TIPIN,Tipin
ENSG00000143155,ENSMUSG00000040843,TIPRL,Tiprl
ENSG00000150455,ENSMUSG00000032041,TIRAP,Tirap
ENSG00000137221,ENSMUSG00000012296,TJAP1,Tjap1
ENSG00000104067,ENSMUSG00000030516,TJP1,Tjp1
ENSG00000119139,ENSMUSG00000024812,TJP2,Tjp2
ENSG00000105289,ENSMUSG00000034917,TJP3,Tjp3
ENSG00000167900,ENSMUSG00000025574,TK1,Tk1
ENSG00000166548,ENSMUSG00000035824,TK2,Tk2
ENSG00000149476,ENSMUSG00000034371,TKFC,Tkfc
ENSG00000163931,ENSMUSG00000021957,TKT,Tkt
ENSG00000007350,ENSMUSG00000031397,TKTL1,Tktl1
ENSG00000151005,ENSMUSG00000025519,TKTL2,Tktl2
ENSG00000160606,ENSMUSG00000019437,TLCD1,Tlcd1
ENSG00000185561,ENSMUSG00000038217,TLCD2,Tlcd2
ENSG00000167695,ENSMUSG00000069808,TLCD3A,Tlcd3a
ENSG00000149926,ENSMUSG00000058966,TLCD3B,Tlcd3b
ENSG00000152078,ENSMUSG00000028132,TLCD4,Tlcd4
ENSG00000181264,ENSMUSG00000048503,TLCD5,Tlcd5
ENSG00000101342,ENSMUSG00000074628,TLDC2,Tldc2
ENSG00000196781,ENSMUSG00000008305,TLE1,Tle1
ENSG00000065717,ENSMUSG00000034771,TLE2,Tle2
